Data;pcr-positivo;pcr-negativo;pcr-positivo-0a4;pcr-positivo-5a9;pcr-positivo-10a14;pcr-positivo-15a19;pcr-positivo-20a29;pcr-positivo-30a39;pcr-positivo-40a49;pcr-positivo-50a59;pcr-positivo-60a69;pcr-positivo-70a79;pcr-positivo-80a999;obitos
2020-08-15;8;93;0.0;0.0;0.0;0.0;3.0;2.0;3.0;0.0;0.0;0.0;0.0;
2020-08-16;12;72;0.0;1.0;0.0;1.0;5.0;2.0;3.0;0.0;0.0;0.0;0.0;
2020-08-17;31;55;0.0;1.0;0.0;1.0;5.0;9.0;5.0;4.0;4.0;1.0;1.0;
2020-08-18;29;116;0.0;1.0;0.0;0.0;6.0;8.0;6.0;4.0;3.0;0.0;1.0;
2020-08-19;24;119;0.0;0.0;0.0;0.0;10.0;6.0;3.0;3.0;2.0;0.0;0.0;
2020-08-20;21;69;0.0;0.0;0.0;0.0;6.0;5.0;1.0;3.0;3.0;3.0;0.0;
2020-08-21;20;57;0.0;0.0;0.0;0.0;4.0;3.0;6.0;4.0;3.0;0.0;0.0;
2020-08-22;9;11;0.0;0.0;0.0;0.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;
2020-08-23;6;30;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;2.0;0.0;
2020-08-24;18;75;0.0;0.0;0.0;0.0;5.0;6.0;4.0;2.0;1.0;0.0;0.0;
2020-08-25;24;67;0.0;0.0;0.0;1.0;7.0;5.0;6.0;2.0;1.0;2.0;0.0;
2020-08-26;17;53;0.0;0.0;0.0;1.0;3.0;7.0;2.0;2.0;1.0;1.0;0.0;
2020-08-27;12;78;0.0;0.0;0.0;0.0;1.0;5.0;3.0;2.0;1.0;0.0;0.0;
2020-08-28;29;96;1.0;0.0;0.0;0.0;5.0;8.0;4.0;4.0;1.0;2.0;4.0;
2020-08-29;6;26;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;1.0;0.0;0.0;
2020-08-30;5;23;0.0;0.0;0.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;
2020-08-31;22;54;0.0;0.0;0.0;1.0;7.0;7.0;3.0;2.0;1.0;0.0;1.0;
2020-09-01;30;68;0.0;0.0;0.0;0.0;7.0;8.0;5.0;4.0;4.0;1.0;1.0;
2020-09-02;24;44;0.0;0.0;0.0;0.0;4.0;7.0;5.0;4.0;2.0;1.0;1.0;
2020-09-03;13;33;0.0;0.0;0.0;0.0;6.0;3.0;2.0;1.0;1.0;0.0;0.0;
2020-09-04;22;65;0.0;1.0;0.0;0.0;3.0;5.0;3.0;7.0;3.0;0.0;0.0;
2020-09-05;6;4;0.0;0.0;0.0;0.0;1.0;3.0;1.0;1.0;0.0;0.0;0.0;
2020-09-06;1;42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;
2020-09-07;7;5;0.0;0.0;0.0;0.0;3.0;2.0;1.0;1.0;0.0;0.0;0.0;
2020-09-08;17;72;0.0;0.0;0.0;0.0;3.0;3.0;5.0;4.0;2.0;0.0;0.0;
2020-09-09;55;167;0.0;0.0;0.0;3.0;13.0;16.0;12.0;9.0;2.0;0.0;0.0;
2020-09-10;22;82;0.0;0.0;0.0;0.0;4.0;7.0;5.0;2.0;1.0;3.0;0.0;
2020-09-11;20;63;0.0;0.0;0.0;1.0;5.0;4.0;3.0;2.0;3.0;0.0;2.0;
2020-09-12;4;12;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;
2020-09-13;9;7;0.0;0.0;1.0;0.0;3.0;1.0;1.0;3.0;0.0;0.0;0.0;
2020-09-14;23;84;0.0;0.0;0.0;0.0;2.0;4.0;6.0;5.0;4.0;2.0;0.0;
2020-09-15;32;72;1.0;0.0;1.0;2.0;3.0;5.0;6.0;7.0;1.0;4.0;2.0;
2020-09-16;21;57;0.0;0.0;0.0;0.0;3.0;7.0;5.0;1.0;3.0;1.0;1.0;
2020-09-17;21;68;0.0;0.0;0.0;1.0;4.0;4.0;5.0;4.0;2.0;1.0;0.0;
2020-09-18;37;51;0.0;0.0;0.0;1.0;11.0;10.0;3.0;6.0;4.0;1.0;1.0;
2020-09-19;5;4;0.0;0.0;0.0;0.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;
2020-09-20;1;3;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;
2020-09-21;20;64;0.0;0.0;0.0;0.0;5.0;5.0;3.0;2.0;3.0;0.0;2.0;
2020-09-22;18;27;0.0;0.0;0.0;0.0;1.0;9.0;2.0;4.0;1.0;0.0;1.0;
2020-09-23;18;28;0.0;0.0;0.0;0.0;2.0;5.0;3.0;2.0;3.0;1.0;2.0;
2020-09-24;32;118;0.0;0.0;0.0;2.0;2.0;8.0;8.0;4.0;5.0;3.0;0.0;
2020-09-25;12;76;0.0;0.0;0.0;0.0;4.0;1.0;2.0;3.0;0.0;2.0;0.0;
2020-09-26;6;6;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;
2020-09-27;5;5;0.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;
2020-09-28;21;52;0.0;0.0;1.0;0.0;2.0;5.0;3.0;3.0;4.0;1.0;2.0;
2020-09-29;34;84;0.0;0.0;0.0;2.0;9.0;9.0;7.0;4.0;2.0;0.0;1.0;
2020-09-30;21;89;0.0;0.0;0.0;1.0;5.0;10.0;4.0;0.0;1.0;0.0;0.0;
2020-10-01;15;20;0.0;0.0;0.0;1.0;3.0;5.0;3.0;3.0;0.0;0.0;0.0;
2020-10-02;12;61;0.0;0.0;0.0;0.0;1.0;5.0;1.0;3.0;1.0;0.0;1.0;
2020-10-03;2;10;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;
2020-10-04;6;6;0.0;0.0;0.0;0.0;1.0;0.0;1.0;3.0;0.0;0.0;1.0;
2020-10-05;25;59;1.0;0.0;0.0;1.0;4.0;8.0;1.0;6.0;3.0;1.0;0.0;
2020-10-06;27;124;0.0;0.0;0.0;0.0;6.0;9.0;5.0;3.0;3.0;1.0;0.0;
2020-10-07;13;45;0.0;0.0;0.0;0.0;2.0;7.0;3.0;0.0;1.0;0.0;0.0;
2020-10-08;16;143;1.0;0.0;0.0;0.0;1.0;6.0;3.0;3.0;2.0;0.0;0.0;
